0,200,2,0,3,1,3,0,2,1,4,1,1,1
0,500,2,0,3,1,4,0,1,1,3,0,1,1
1,200,6,3,8,6,6,2,3,4,5,2,3,4
1,500,6,3,8,6,5,2,4,4,5,1,3,4
2,200,2,2,2,4,2,2,2,4,3,2,1,4
2,500,2,2,2,4,3,0,1,6,2,0,1,6
3,200,0,12,0,14,0,4,0,7,0,4,0,6
3,500,0,12,0,15,0,1,0,10,0,1,0,10
4,200,0,3,1,3,0,4,1,2,1,4,0,2
4,500,0,3,1,3,1,0,0,6,1,0,0,6
5,200,0,1,1,2,0,0,1,3,1,0,1,3
5,500,0,1,1,2,0,0,1,3,1,0,1,3
6,200,1,1,0,3,1,1,0,3,1,1,1,3
6,500,1,1,0,3,1,1,0,3,1,1,1,3
7,200,5,0,5,1,5,0,7,1,10,0,2,1
7,500,5,0,7,0,7,1,5,1,8,1,1,1
8,200,1,2,1,4,2,1,0,6,2,1,0,5
8,500,1,3,1,4,2,0,0,7,2,0,0,6
9,200,3,2,1,4,4,2,0,3,3,2,0,2
9,500,0,2,0,3,3,2,3,3,3,1,2,4
10,200,1,1,0,0,1,1,0,0,1,0,1,1
10,500,1,1,0,0,1,0,0,1,1,1,1,1
11,200,2,2,5,2,3,0,0,2,3,0,0,2
11,500,2,2,5,2,3,1,0,1,3,0,0,2
12,200,6,2,6,6,8,1,1,2,7,1,1,2
12,500,6,2,6,6,8,1,1,4,5,1,4,4
13,200,1,0,2,2,3,0,0,2,3,1,0,2
13,500,1,0,2,2,3,0,0,2,3,0,0,2
14,200,2,0,2,0,3,0,1,0,3,0,1,0
14,500,2,0,2,0,2,0,2,0,2,0,2,0
15,200,0,1,0,2,1,1,1,2,1,0,1,2
15,500,0,1,1,2,1,0,0,3,1,0,0,3
16,200,5,0,4,1,5,0,2,1,5,0,2,1
16,500,5,0,4,1,6,0,1,1,6,0,1,1
17,200,0,1,0,1,1,2,1,2,1,2,1,2
17,500,0,1,0,1,1,1,1,3,1,1,1,2
18,200,3,4,4,7,1,2,2,6,2,2,2,6
18,500,3,3,4,7,3,1,0,6,2,3,1,4
19,200,6,3,4,4,3,2,3,2,3,2,3,2
19,500,6,3,4,4,4,1,2,3,4,1,2,3
20,200,0,2,0,5,0,0,0,3,0,0,0,3
20,500,0,2,0,5,0,0,0,3,0,0,0,3
21,200,0,2,0,2,0,0,0,4,0,1,0,3
21,500,0,2,0,2,0,1,0,3,0,0,0,4
22,200,4,5,6,10,6,3,2,5,5,5,1,3
22,500,4,5,4,8,7,4,0,5,7,3,0,5
23,200,0,0,0,0,2,1,2,1,2,1,2,1
23,500,0,0,0,0,2,1,2,1,2,1,2,1
24,200,3,2,5,6,6,2,1,3,6,2,1,3
24,500,3,2,5,6,7,2,0,3,6,2,1,3
25,200,6,0,7,0,4,0,0,0,4,0,0,0
25,500,6,0,7,0,4,0,0,0,4,0,0,0
26,200,1,6,1,3,3,2,1,3,3,1,1,3
26,500,1,6,1,3,2,2,2,3,2,1,2,3
27,200,1,0,1,3,1,0,1,3,1,0,1,3
27,500,0,0,1,2,2,1,0,3,2,2,0,3
28,200,1,3,1,7,2,0,2,6,3,0,2,5
28,500,1,3,1,7,3,0,1,6,3,0,1,6
29,200,8,0,7,0,3,0,2,0,3,0,2,0
29,500,8,0,7,0,4,0,1,0,4,0,1,0
30,200,13,2,13,3,3,1,3,4,4,0,2,5
30,500,13,2,13,2,3,1,3,3,3,1,3,3
31,200,1,2,1,2,2,0,0,5,1,0,0,4
31,500,1,3,1,2,1,1,1,4,0,1,1,4
32,200,3,2,6,1,4,2,3,1,5,2,3,1
32,500,3,2,6,1,4,1,2,2,5,1,2,2
33,200,4,0,4,1,5,0,3,1,7,0,1,1
33,500,4,0,4,1,7,0,1,1,5,0,0,1
34,200,4,2,4,3,4,4,3,4,3,4,3,4
34,500,4,2,4,3,4,4,3,4,4,3,2,4
35,200,2,2,2,2,4,3,2,1,3,2,2,2
35,500,2,2,2,2,4,0,2,4,3,0,2,2
36,200,0,0,3,1,1,0,2,1,3,0,2,1
36,500,0,0,3,1,2,0,2,1,3,0,2,1
37,200,1,2,0,8,1,1,0,5,1,1,0,5
37,500,1,2,0,8,1,1,0,4,1,0,0,4
38,200,0,0,0,0,0,0,0,0,0,0,0,0
38,500,0,0,0,0,0,0,0,0,0,0,0,0
39,200,1,0,2,1,2,1,1,0,2,1,1,0
39,500,1,0,2,1,2,0,1,1,2,1,2,1
40,200,0,0,1,2,1,0,0,2,1,0,0,2
40,500,0,0,1,2,1,0,0,2,1,0,0,2
41,200,8,3,4,3,5,1,3,5,5,1,3,5
41,500,8,3,4,3,6,1,2,4,4,1,3,4
42,200,1,2,2,1,3,1,3,2,4,1,2,2
42,500,2,2,2,1,3,2,3,1,3,2,2,1
43,200,0,2,0,0,0,0,0,2,0,0,0,2
43,500,0,2,0,0,0,1,0,1,0,1,0,2
44,200,4,2,2,2,5,1,5,1,4,1,5,2
44,500,4,2,2,2,6,1,4,2,5,1,5,3
45,200,1,4,3,4,3,1,3,3,4,1,1,2
45,500,1,4,3,4,5,1,1,3,4,1,1,2
46,200,3,3,1,2,4,2,0,3,2,2,1,4
46,500,3,3,1,2,2,0,2,5,2,0,1,4
47,200,2,3,6,4,4,2,1,4,3,3,2,3
47,500,2,3,4,3,3,3,3,3,3,2,2,2
48,200,2,1,1,1,2,1,1,1,2,0,1,2
48,500,2,1,0,1,2,1,1,1,2,1,1,1
49,200,2,2,2,5,1,0,2,3,1,1,2,3
49,500,2,3,2,5,2,1,1,3,2,1,1,3
50,200,0,0,3,2,3,0,2,2,3,0,2,2
50,500,0,0,3,2,3,0,2,2,4,0,2,2
51,200,1,2,1,2,2,0,2,4,2,0,2,4
51,500,1,2,1,2,2,1,1,3,2,1,1,2
52,200,1,6,0,4,2,4,1,2,2,3,1,4
52,500,1,6,0,4,2,5,1,1,2,3,1,3
53,200,3,1,2,1,3,1,2,1,3,0,1,1
53,500,3,1,2,1,4,0,1,2,4,0,1,2
54,200,3,4,5,2,2,0,2,2,3,0,1,2
54,500,3,4,5,2,3,0,1,2,4,0,1,2
55,200,12,0,10,1,6,2,5,3,6,2,3,3
55,500,12,0,10,1,8,2,3,3,8,2,3,3
56,200,5,4,6,6,5,0,4,6,4,0,3,5
56,500,5,2,7,6,8,1,0,5,7,0,0,5
57,200,1,2,2,5,1,2,2,5,1,2,2,5
57,500,1,2,2,5,3,1,0,6,3,0,0,5
58,200,0,3,0,4,1,2,1,5,1,2,1,6
58,500,0,3,1,4,1,2,0,5,1,1,0,5
59,200,0,1,1,2,1,0,0,3,1,0,0,3
59,500,0,1,1,2,1,0,0,3,1,0,0,3
60,200,0,2,2,3,0,0,2,1,1,0,2,1
60,500,0,2,2,3,2,0,0,1,2,0,0,1
61,200,2,0,1,0,2,0,1,0,2,0,0,0
61,500,2,0,1,0,4,0,0,0,4,0,0,0
62,200,0,0,1,3,2,1,1,3,2,2,1,3
62,500,0,0,1,3,2,1,1,3,2,1,1,3
63,200,1,2,2,2,2,0,2,4,2,0,2,4
63,500,1,2,2,2,2,1,1,3,2,0,1,4
64,200,0,1,1,2,1,1,0,2,1,1,0,1
64,500,0,1,1,2,1,0,0,3,1,2,0,1
65,200,4,3,4,4,3,3,1,3,3,4,1,4
65,500,4,3,4,4,4,1,0,5,3,1,0,5
66,200,3,0,3,1,5,0,1,1,5,0,1,1
66,500,3,0,3,1,5,0,1,1,5,0,1,1
67,200,5,3,6,2,5,1,3,3,5,1,3,3
67,500,6,3,6,3,6,0,2,4,7,0,1,3
68,200,0,2,0,1,0,1,0,3,0,1,0,3
68,500,0,2,0,1,0,0,0,3,0,0,0,3
69,200,0,3,0,13,0,3,0,7,0,3,0,6
69,500,0,3,0,13,0,2,0,7,0,1,0,7
70,200,1,1,5,2,6,0,1,3,6,0,1,2
70,500,1,1,4,2,5,0,2,3,6,0,2,3
71,200,1,0,2,1,3,0,0,1,3,0,0,1
71,500,1,0,2,1,3,0,0,1,3,0,0,1
72,200,2,3,0,0,2,2,0,0,2,2,0,0
72,500,2,3,0,0,2,1,0,1,2,1,0,1
73,200,1,0,0,0,1,0,0,0,1,0,1,0
73,500,1,0,0,0,1,0,0,0,1,0,0,0
74,200,1,3,1,2,3,1,3,0,4,1,3,0
74,500,1,3,1,2,4,0,2,1,4,0,2,1
75,200,1,5,1,5,1,3,1,3,1,2,1,3
75,500,1,5,1,5,1,3,1,3,1,1,1,5
76,200,1,3,2,6,1,2,2,3,1,1,2,3
76,500,1,3,2,6,3,1,0,4,2,1,0,4
77,200,0,4,1,5,0,0,1,4,0,0,1,4
77,500,0,4,1,5,1,0,0,5,1,0,0,5
78,200,1,0,1,1,1,0,1,1,1,0,1,1
78,500,1,0,1,1,2,0,0,1,2,0,0,1
79,200,1,0,0,2,1,0,0,2,1,0,0,2
79,500,1,0,0,2,1,0,0,2,1,0,0,2
80,200,0,4,0,7,1,3,1,4,1,2,1,5
80,500,0,4,0,7,1,1,1,6,1,0,1,6
81,200,0,1,0,2,0,0,0,3,0,0,0,2
81,500,0,1,0,2,0,0,0,3,0,0,0,2
82,200,3,1,5,5,2,0,3,5,2,1,3,4
82,500,3,1,5,5,1,1,3,4,1,0,2,5
83,200,2,2,1,1,2,1,1,2,2,0,2,3
83,500,2,2,1,1,2,1,1,2,2,0,1,2
84,200,6,1,5,3,5,2,2,2,4,2,3,2
84,500,6,1,5,3,4,2,3,2,5,2,2,2
85,200,2,3,2,5,3,3,1,5,3,3,0,3
85,500,2,3,2,5,3,5,1,3,3,1,0,6
86,200,0,1,2,2,2,3,2,3,3,3,2,3
86,500,0,1,2,2,2,2,2,3,3,2,2,3
87,200,3,5,2,4,3,2,2,3,4,1,0,3
87,500,3,5,2,4,5,3,0,2,5,2,0,3
88,200,0,0,0,3,0,1,0,2,0,1,0,2
88,500,0,0,0,3,0,1,0,2,0,2,0,2
89,200,2,0,2,1,3,0,1,1,4,1,1,1
89,500,2,0,1,1,4,0,1,1,4,0,2,1
90,200,6,2,9,6,6,2,2,4,6,1,1,4
90,500,6,3,9,7,6,1,2,6,5,2,0,5
91,200,0,1,2,2,2,1,0,2,2,1,0,2
91,500,0,1,2,2,2,1,0,2,2,0,0,2
92,200,0,0,1,1,1,0,2,1,2,0,2,1
92,500,0,0,1,1,2,0,1,1,2,0,1,1
93,200,0,2,0,3,0,0,0,2,0,0,0,2
93,500,0,2,0,3,0,0,0,1,0,0,0,1
94,200,0,2,2,4,1,2,1,4,1,2,1,4
94,500,0,2,2,4,2,2,0,4,2,3,0,3
95,200,3,2,10,2,5,0,2,2,4,0,2,2
95,500,3,2,10,2,7,0,0,2,6,0,1,2
96,200,5,3,6,10,5,3,2,4,4,3,3,4
96,500,5,3,5,10,5,1,2,6,5,0,1,5
97,200,0,6,0,12,0,0,0,4,0,0,0,4
97,500,0,6,0,12,0,0,0,4,0,0,0,4
98,200,1,0,0,0,1,0,0,0,1,0,0,0
98,500,1,0,0,0,1,0,0,0,1,0,0,0
99,200,0,0,0,0,0,1,0,1,0,1,0,1
99,500,0,0,0,0,0,1,0,1,0,1,0,1
100,200,0,4,0,7,0,1,0,5,0,1,0,5
100,500,0,5,0,7,0,0,0,6,0,0,0,6
101,200,3,4,1,5,4,0,0,3,4,0,0,3
101,500,3,4,1,5,4,0,0,3,4,0,0,3
102,200,1,3,1,2,2,1,2,0,2,1,2,1
102,500,1,3,1,2,3,1,1,0,3,1,1,1
103,200,3,4,7,6,4,2,2,6,5,3,0,5
103,500,3,4,7,6,6,3,0,5,6,2,0,5
104,200,0,0,2,0,2,0,2,0,2,0,2,0
104,500,0,0,2,0,2,0,2,0,3,0,2,0
105,200,0,3,0,4,1,4,1,4,1,3,1,4
105,500,0,2,0,4,1,3,1,5,1,3,1,5
106,200,0,1,0,1,2,0,2,2,2,0,2,2
106,500,0,1,0,1,2,0,2,2,2,0,2,2
107,200,0,1,3,0,3,0,2,1,3,0,2,1
107,500,0,1,3,0,4,0,1,1,4,0,1,1
108,200,2,0,3,3,5,0,1,3,5,2,1,2
108,500,2,0,3,3,5,0,0,3,5,0,0,3
109,200,6,2,8,3,5,1,2,3,5,1,1,3
109,500,6,2,6,3,6,1,2,3,5,1,2,3
110,200,0,0,0,0,0,0,0,0,0,0,0,0
110,500,0,0,0,0,0,0,0,0,0,0,0,0
111,200,0,1,1,1,0,2,1,2,0,2,1,2
111,500,0,1,1,2,0,0,1,3,0,0,1,3
112,200,0,0,0,1,0,0,0,1,0,1,0,1
112,500,0,0,0,1,0,0,0,1,0,0,0,1
113,200,0,7,0,11,0,3,0,8,0,3,0,6
113,500,0,7,0,11,0,4,0,7,0,2,0,5
114,200,5,3,2,10,2,2,0,5,2,1,0,5
114,500,5,3,2,10,2,2,0,5,2,2,0,4
115,200,0,0,1,1,0,0,1,1,1,1,1,1
115,500,0,0,1,1,0,0,1,1,1,0,1,1
116,200,3,0,6,3,4,0,1,3,4,0,1,3
116,500,3,0,6,3,4,0,1,3,4,1,1,3
117,200,1,2,2,5,2,2,1,5,3,3,0,5
117,500,1,2,1,5,3,2,1,5,3,2,1,5
118,200,7,3,6,5,5,1,3,3,5,1,3,2
118,500,7,3,6,6,7,0,1,4,6,1,2,3
119,200,1,3,1,3,4,4,2,5,4,3,2,6
119,500,1,3,1,3,4,2,2,8,4,2,2,6
120,200,4,0,5,2,3,0,2,2,3,0,1,2
120,500,4,0,6,2,5,0,1,2,5,0,0,2
121,200,2,4,0,2,3,3,1,3,3,3,2,3
121,500,2,4,0,2,3,3,1,3,3,3,2,5
122,200,1,0,2,4,1,0,2,3,2,0,2,3
122,500,1,0,2,4,2,0,1,3,3,0,1,3
123,200,0,1,1,1,2,0,3,2,2,0,3,2
123,500,0,1,1,1,2,0,3,2,2,0,3,2
124,200,1,5,1,5,2,3,2,3,2,1,2,4
124,500,1,5,1,5,3,1,1,5,3,1,1,5
125,200,2,0,2,1,2,0,2,1,3,0,2,1
125,500,2,0,2,1,2,0,2,1,2,0,2,1
126,200,0,2,0,2,0,0,0,4,0,0,0,3
126,500,0,2,0,2,0,0,0,4,0,0,0,2
127,200,2,4,1,7,3,0,0,6,3,2,0,4
127,500,2,4,1,7,3,1,0,5,3,2,0,5
128,200,3,0,5,2,6,0,2,2,6,0,1,2
128,500,3,0,5,2,7,0,1,2,8,0,0,2
129,200,6,0,3,2,4,0,1,2,4,0,0,2
129,500,6,0,3,2,5,0,0,2,5,0,0,2
130,200,0,5,0,13,0,3,0,7,0,3,0,7
130,500,0,5,0,11,0,4,0,7,0,5,0,7
131,200,2,0,2,1,3,0,1,1,2,0,1,1
131,500,2,0,2,1,3,0,1,1,3,0,1,1
132,200,8,3,8,7,6,2,2,2,5,1,1,2
132,500,9,3,8,7,8,1,1,3,8,0,1,2
133,200,1,2,0,2,1,1,0,3,1,1,0,4
133,500,1,2,0,2,1,1,0,3,1,2,0,4
134,200,0,0,1,3,0,0,1,3,0,0,1,3
134,500,0,0,1,3,0,0,1,3,0,0,1,3
135,200,2,1,5,1,4,1,3,1,6,1,4,1
135,500,2,1,4,0,6,1,3,0,7,1,4,0
136,200,2,3,7,15,2,0,3,8,2,0,2,7
136,500,2,3,7,14,4,2,1,6,3,1,2,7
137,200,2,3,0,5,2,0,0,4,2,0,0,4
137,500,2,3,0,5,2,0,1,4,2,0,1,4
138,200,3,2,4,3,1,0,2,5,2,0,2,4
138,500,3,2,3,2,3,0,0,3,3,0,0,3
139,200,2,2,3,5,2,2,2,4,3,1,1,4
139,500,2,2,3,5,2,1,2,5,2,1,1,4
140,200,1,8,2,9,2,1,1,7,2,1,1,6
140,500,1,8,2,7,3,3,1,7,3,3,1,6
141,200,1,2,1,2,2,0,0,4,2,0,0,3
141,500,1,2,1,2,2,0,0,4,2,0,0,4
142,200,0,3,3,6,2,1,1,4,2,1,1,4
142,500,0,3,3,6,2,0,1,5,3,1,1,5
143,200,5,1,2,1,6,3,1,3,5,2,1,3
143,500,5,3,1,1,4,2,1,2,4,2,1,2
144,200,2,0,1,0,3,0,0,0,3,0,0,0
144,500,2,0,1,0,3,0,0,0,3,0,1,0
145,200,2,6,2,5,3,3,1,5,3,3,1,6
145,500,2,4,2,5,3,2,1,6,4,2,0,6
146,200,1,0,0,0,1,0,0,0,1,0,0,0
146,500,1,0,0,0,1,0,0,0,1,0,0,0
147,200,0,0,0,0,1,0,1,0,1,0,1,0
147,500,0,0,0,0,1,0,1,0,1,0,1,0
148,200,2,3,1,4,3,2,0,3,3,1,1,3
148,500,2,4,1,4,2,1,1,3,2,0,1,3
149,200,3,3,3,4,4,2,2,5,4,2,2,5
149,500,3,3,3,4,5,1,1,6,5,0,1,7
150,200,4,1,2,2,1,0,1,3,1,1,1,3
150,500,4,1,2,2,2,1,0,2,1,1,1,3
151,200,4,0,4,1,4,0,0,1,4,0,0,1
